,asin,category,price_weighted_normalized,leak_weighted_normalized,absorb_weighted_normalized,comfort_weighted_normalized,material_weighted_normalized,package_weighted_normalized,size_weighted_normalized
137,B01N63E1JO,Tampons,0.2160723187385843,0.5186943494769829,0.068380816779358,0.8790954053258261,0.7188784621707291,0.1953775665605114,0.4109797028978353
138,B01N63E1OD,Coupes menstruelles,0.1872060395431659,0.428727404357189,0.0679735675919936,0.6375580405011368,0.7453775675763485,0.1178761304905607,0.3426884172216176
139,B06W56C333,Serviettes hygièniques,0.0,0.070897305368159,0.1044300319632445,0.0935085492903171,0.3543356740174836,0.0796936158292756,0.0
140,B06XNQ2R5T,Serviettes hygièniques,0.1080338033558159,0.1023209740497658,0.0683799126966392,0.059157449467552,0.3543356740174836,0.2339355197459322,0.0
141,B06XYDHPRC,"Protections, serviettes hygiéniques, couches pour adultes, protège-slips",0.0,0.0625849432678544,0.0707886062767086,0.0704980915076888,0.3543356740174836,0.1612954535641609,0.0
142,B06XYDRJDN,"Protections, serviettes hygiéniques, couches pour adultes, protège-slips",0.0,0.1233907246487781,0.0269236580331692,0.0710936690872135,0.3543356740174836,0.0796936158292756,0.0
143,B06XYG8NVQ,Protège-slips,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
144,B06XYHT94X,"Protections, serviettes hygiéniques, couches pour adultes, protège-slips",0.0283847474431407,0.070897305368159,0.0922768316885763,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
145,B06XYJC7DT,Culottes et sous-vêtements de protection,0.0,0.0872210467136128,0.1022975473129555,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
146,B06XYJGQ1Z,"Protections, serviettes hygiéniques, couches pour adultes, protège-slips",0.0611153281759829,0.0886738508966412,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
147,B06XYKCVWP,"Protections, serviettes hygiéniques, couches pour adultes, protège-slips",0.0928171226952434,0.1068941189697833,0.0387960231511851,0.077574009618363,0.3543356740174836,0.1680381232943987,0.0
148,B06ZY7BR3V,Protège-slips,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
149,B0713WD6BK,Tampons,0.0436972818002664,0.1598685536300691,0.0604599325350839,0.1632012200994707,0.4526331886964128,0.0796936158292756,0.1983077634289466
150,B07192ZQ3L,Serviettes hygièniques,0.0,0.0861673053803497,0.0772867311382444,0.0799904692519999,0.413382959279172,0.0796936158292756,0.0140145187441992
151,B071HDJH7W,Serviettes hygièniques,0.0246427557769416,0.070897305368159,0.0552924554104281,0.068936567390393,0.3543356740174836,0.0796936158292756,0.0
